Lat_Lon,Crime_Rating
"(40.71247104300004, -73.99231105099993)",7.0
"(40.71247105000003, -73.99240483599993)",4.5
"(40.712497605, -73.983776581)",16.2
"(40.712497605000074, -73.98377658099997)",7.1
"(40.712539664, -74.0076666)",45.6
"(40.712539664000076, -74.00766659999994)",11.7
"(40.71256428, -73.991120686)",244.6
"(40.71256428000004, -73.991120686)",58.699999999999996
"(40.712605788, -73.998886842)",15.4
"(40.712654762, -73.989973605)",305.2
"(40.71265476200006, -73.989973605)",55.4
"(40.712674276, -73.994410383)",8.5
"(40.71267427600003, -73.99441038299993)",7.0
"(40.712715081, -73.989230525)",138.2
"(40.712715081000056, -73.98923052499998)",60.199999999999996
"(40.712725587, -73.985006561)",34.6
"(40.71272558700008, -73.98500656099996)",8.5
"(40.712731647, -74.009668586)",61.699999999999996
"(40.712732035, -73.997992269)",18.5
"(40.712745595, -73.993537447)",8.4
"(40.712745691, -74.004445445)",7.0
"(40.712773198, -73.997552196)",14.0
"(40.712778138, -73.988483835)",38.6
"(40.712783609, -74.011692202)",23.8
"(40.712803176, -74.007446595)",10.9
"(40.712805562, -73.988252973)",7.0
"(40.71280887, -73.997119337)",25.6
"(40.71280887000006, -73.99711933699997)",4.5
"(40.712813778, -73.988076222)",230.2
"(40.71281377800005, -73.98807622199998)",30.4
"(40.712813797, -74.011735493)",9.2
"(40.712822391, -73.992581546)",8.5
"(40.712839704, -73.977803061)",70.9
"(40.712851687, -73.983830602)",158.4
"(40.71285168700007, -73.98383060199995)",62.3
"(40.712879569, -73.987297065)",41.0
"(40.712889645, -73.98078255)",180.5
"(40.712889645000075, -73.98078254999997)",41.8
"(40.712901917, -74.008460215)",37.2
"(40.71290191700007, -74.00846021499996)",8.5
"(40.712912465, -73.98692913)",114.89999999999999
"(40.712912465000045, -73.98692912999996)",9.0
"(40.712918619, -73.995788294)",80.5
"(40.71291861900005, -73.99578829399996)",41.2
"(40.712929666, -73.998558586)",22.7
"(40.712929666000036, -73.99855858599993)",18.6
"(40.712997443, -73.98599486)",121.3
"(40.71299744300006, -73.98599485999993)",8.5
"(40.712997905, -74.009463017)",20.0
"(40.71299790500007, -74.00946301699997)",13.0
"(40.71300588500004, -74.01216838599998)",6.4
"(40.713012002, -73.998068011)",7.1
"(40.71301200200002, -73.99806801099999)",8.5
"(40.713022567, -73.990049299)",101.1
"(40.713028353, -73.994460853)",47.2
"(40.71302835300003, -73.99446085299998)",7.0
"(40.713028411, -74.004174928)",79.4
"(40.71302841100004, -74.00417492799994)",35.5
"(40.713044814, -73.994291314)",14.0
"(40.713063941, -74.007226587)",26.6
"(40.71306394100003, -74.00722658699993)",7.1
"(40.713066759, -73.994031597)",6.8
"(40.713085157, -73.985060587)",187.9
"(40.71308515700008, -73.98506058699996)",24.6
"(40.71309693000006, -73.99364202099997)",8.5
"(40.713099673, -73.993616771)",9.0
"(40.713138071, -73.993118978)",21.1
"(40.71313807100006, -73.99311897799998)",15.5
"(40.713140989, -73.997209502)",35.0
"(40.713143696, -74.004059506)",56.8
"(40.71314369600003, -74.00405950599996)",41.2
"(40.713145465, -73.984472606)",12.9
"(40.713145465000025, -73.98447260599994)",7.0
"(40.713148687, -73.988541487)",31.7
"(40.71314868700006, -73.98854148699996)",7.1
"(40.71318743900008, -73.99250214799997)",9.2
"(40.713195917, -73.999709266)",16.9
"(40.713198413, -73.992419182)",59.5
"(40.713211258, -73.983881015)",67.1
"(40.71321125800005, -73.98388101499995)",7.0
"(40.713218399, -73.977380897)",194.20000000000002
"(40.71321839900003, -73.977380897)",16.8
"(40.713250799000036, -73.99822671899994)",8.4
"(40.713261792, -73.999766981)",15.5
"(40.71326235500004, -73.97758648999996)",21.3
"(40.713264164, -74.009257446)",39.9
"(40.713294397, -73.991261269)",105.5
"(40.71329439700002, -73.99126126899995)",7.0
"(40.713300204, -73.998176218)",12.9
"(40.71330020400006, -73.99817621799998)",7.1
"(40.713313856, -74.004441876)",8.4
"(40.71331385600007, -74.00444187599999)",14.1
"(40.71332365, -73.982889015)",192.29999999999998
"(40.71332365000006, -73.98288901499996)",31.1
"(40.713335886, -73.998176217)",4.5
"(40.713338119, -74.010999722)",39.3
"(40.71333811900007, -74.01099972199995)",4.5
"(40.713363218, -73.994522147)",7.0
"(40.71336321800004, -73.99452214699994)",17.0
"(40.713390372, -73.990128602)",88.5
"(40.71339037200005, -73.99012860199997)",7.0
"(40.713426309, -73.993779062)",7.0
"(40.713433297, -73.981951119)",81.89999999999999
"(40.713433297000044, -73.98195111899997)",31.2
"(40.713434431, -74.008031029)",14.1
"(40.713439235, -73.985085758)",17.0
"(40.713453902, -73.997710887)",14.0
"(40.71345390200002, -73.99771088699998)",7.1
"(40.713453915, -73.998536931)",48.4
"(40.71345391500005, -73.99853693099993)",8.4
"(40.713456178, -73.98936387)",98.6
"(40.71345617800005, -73.98936386999998)",8.5
"(40.713475851, -73.997303274)",14.1
"(40.713475851000055, -73.99730327399999)",7.0
"(40.71347861900006, -73.99858382499998)",4.5
"(40.713512788, -73.981283769)",30.299999999999997
"(40.713515036, -73.978441308)",54.9
"(40.71351503600005, -73.97844130799997)",50.3
"(40.713519235, -73.988602745)",52.3
"(40.713533167, -74.009044659)",29.799999999999997
"(40.713560543, -74.009910388)",36.6
"(40.713562123, -73.980854501)",81.8
"(40.71356212300003, -73.98085450099995)",9.2
"(40.713582285, -73.987830795)",107.5
"(40.71358228500004, -73.98783079499998)",34.599999999999994
"(40.713588346, -73.99594336)",138.6
"(40.713588346000044, -73.99594335999996)",11.6
"(40.713626647, -74.006754106)",28.5
"(40.713645332, -73.987062452)",196.2
"(40.713645332000056, -73.98706245199998)",23.299999999999997
"(40.713654236, -74.003605031)",17.4
"(40.713698082, -73.994587049)",43.2
"(40.713698082000064, -73.99458704899996)",4.5
"(40.713700132, -74.013755677)",41.9
"(40.71370013200004, -74.01375567699995)",7.2
"(40.713706313, -73.994511297)",11.6
"(40.713719327, -73.986088495)",104.8
"(40.71371932700004, -73.98608849499993)",24.0
"(40.713722908, -73.999106862)",11.6
"(40.71372290800008, -73.99910686199998)",4.5
"(40.713739231, -73.99414336)",7.0
"(40.713742108, -73.998035525)",26.4
"(40.713750203, -73.993991857)",55.099999999999994
"(40.71375033, -73.997393444)",15.4
"(40.71375033000004, -73.99739344399995)",8.5
"(40.713752945, -73.993944963)",56.8
"(40.713770456, -73.979292524)",47.1
"(40.71377045600008, -73.97929252399997)",16.2
"(40.713796058, -73.985114536)",91.39999999999999
"(40.71379605800007, -73.98511453599998)",13.0
"(40.713796834, -73.993447166)",91.5
"(40.71379683400005, -73.99344716599995)",23.4
"(40.713804916, -74.008831872)",37.7
"(40.71380491600007, -74.00883187199997)",15.5
"(40.713807371, -74.012024243)",8.5
"(40.713827143, -74.004001833)",7.1
"(40.713829823, -74.00556375)",11.5
"(40.713851686000055, -73.99272571999995)",4.5
"(40.713853625, -73.984559014)",24.0
"(40.713854175, -74.010563335)",27.7
"(40.713856846, -73.988653188)",15.5
"(40.713874816, -73.979627962)",23.9
"(40.713904044, -73.997775801)",55.0
"(40.713906757, -74.003504043)",23.8
"(40.71390675700008, -74.00350404299998)",14.2
"(40.713907307, -73.977243589)",34.0
"(40.713907307000056, -73.97724358899995)",17.0
"(40.713934257, -73.99955776)",4.5
"(40.713950066, -74.012327275)",33.0
"(40.713964124, -73.991329718)",115.6
"(40.71396412400002, -73.99132971799997)",41.6
"(40.713969898, -74.003089217)",7.0
"(40.713969898000066, -74.00308921699997)",21.299999999999997
"(40.71398192, -73.979963399)",32.2
"(40.713982943, -73.987116495)",101.8
"(40.713982943000076, -73.98711649499995)",27.7
"(40.713983077, -74.011623876)",7.0
"(40.71398307700008, -74.01162387599999)",4.5
"(40.713989146, -73.998713673)",91.6
"(40.71398914600008, -73.99871367299994)",22.4
"(40.713991648, -74.007587409)",14.0
"(40.71399998700008, -73.99421187399997)",7.0
"(40.714000048, -74.004402243)",8.4
"(40.714005603, -74.002082807)",9.2
"(40.714013702000045, -73.99404233399997)",9.2
"(40.714013829, -73.997487221)",61.3
"(40.714030298, -73.997534114)",14.1
"(40.714060101, -73.990200647)",79.4
"(40.71406010100003, -73.99020064699994)",24.6
"(40.714062461000026, -74.01358260599994)",8.5
"(40.714087643, -74.008611869)",7.0
"(40.71408764300003, -74.00861186899994)",7.0
"(40.714092119, -73.982463166)",128.3
"(40.714092119000036, -73.98246316599993)",50.2
"(40.714098554, -74.009481209)",64.0
"(40.71409855400003, -74.00948120899994)",6.3
"(40.714101234, -73.989764169)",48.8
"(40.71410123400005, -73.98976416899995)",24.799999999999997
"(40.714101475, -73.992981805)",20.0
"(40.714127476, -73.980443115)",31.7
"(40.714127476000044, -73.98044311499996)",4.5
"(40.714131638, -73.99251647)",45.3
"(40.714137306, -73.996141723)",130.7
"(40.714137306000055, -73.99614172299994)",14.1
"(40.714142367, -73.989338511)",20.7
"(40.714159278, -74.003406662)",27.0
"(40.71415927800007, -74.00340666199997)",4.5
"(40.714161135, -73.985294815)",7.0
"(40.71416113500004, -73.98529481499997)",4.5
"(40.71416704, -73.989021071)",31.799999999999997
"(40.71417288, -74.006310474)",86.0
"(40.714172880000035, -74.00631047399997)",20.5
"(40.714194457, -73.988703631)",41.1
"(40.714194457000076, -73.98870363099996)",4.5
"(40.714230578, -73.994861154)",74.4
"(40.714257508, -73.987935282)",89.1
"(40.71425750800007, -73.98793528199997)",17.0
"(40.714260752, -73.994460751)",7.0
"(40.71426075200003, -73.99446075099996)",7.2
"(40.714273029, -73.980926441)",64.2
"(40.714273029000026, -73.98092644099995)",9.2
"(40.714277205, -73.994143313)",65.4
"(40.71427720500003, -73.99414331299994)",7.1
"(40.714288179, -73.994045917)",7.1
"(40.714299153, -73.993952128)",40.5
"(40.71429915300007, -73.993952128)",4.5
"(40.714301479, -74.011530142)",21.9
"(40.714320555, -73.987166931)",81.1
"(40.71432055500002, -73.98716693099993)",9.2
"(40.71432673, -74.002602258)",4.5
"(40.714332064, -73.993483185)",27.5
"(40.714365156, -73.997371777)",14.2
"(40.714365156000035, -73.99737177699996)",7.1
"(40.714370369, -74.008388257)",44.3
"(40.7143719, -73.981287135)",39.5
"(40.714373419, -74.000455958)",9.0
"(40.714373419000026, -74.00045595799997)",14.1
"(40.714392187000044, -74.01013055299995)",7.0
"(40.714392617, -73.998046328)",30.5
"(40.714394558, -73.986257895)",66.6
"(40.71439455800004, -73.98625789499994)",15.6
"(40.714411593, -73.992350507)",21.1
"(40.71441159300008, -73.99235050699998)",7.1
"(40.714414176, -73.990222238)",63.8
"(40.714428047, -73.992137678)",16.2
"(40.714430898, -74.006101278)",16.299999999999997
"(40.714458507, -73.999593829)",4.5
"(40.71445850700008, -73.99959382899993)",11.6
"(40.714460952, -73.991683162)",15.5
"(40.714470769, -73.981651439)",46.8
"(40.714471299, -73.985345248)",97.3
"(40.714477693, -74.00251569)",8.5
"(40.71447769300004, -74.00251568999995)",7.2
"(40.714485158, -74.013539405)",9.0
"(40.714485952, -73.999193426)",7.0
"(40.71448595200008, -73.99919342599996)",4.5
"(40.714488307, -73.990489164)",37.4
"(40.71448830700007, -73.99048916399995)",8.5
"(40.71449385600005, -73.99122864599997)",7.1
"(40.714495962, -73.985027806)",4.5
"(40.71452952, -73.990990564)",7.0
"(40.714529520000035, -73.99099056399997)",14.1
"(40.714538525, -73.976857399)",12.9
"(40.714542529, -74.015671295)",8.4
"(40.714546304, -73.99708319)",18.5
"(40.71454630400007, -73.99708318999996)",7.1
"(40.714554354, -74.007125746)",26.9
"(40.71455435400002, -74.00712574599999)",7.0
"(40.714572664, -73.983913151)",29.5
"(40.71457266400005, -73.98391315099997)",15.5
"(40.714588858, -73.98205181)",72.3
"(40.71458885800007, -73.98205180999997)",8.5
"(40.714612178, -73.997101223)",12.9
"(40.714617135, -74.011443623)",20.0
"(40.714617135000026, -74.01144362299993)",7.1
"(40.714620093, -73.990947265)",8.5
"(40.714625902, -73.997094008)",23.4
"(40.714653096, -74.008164644)",4.5
"(40.71466401, -74.009041205)",48.6
"(40.714666833, -73.992015003)",7.0
"(40.714674917, -74.009910554)",7.1
"(40.714674917000025, -74.00991055399999)",15.5
"(40.714677748, -73.991134834)",23.8
"(40.714679672, -74.016353098)",4.5
"(40.714686172, -74.005888475)",46.0
"(40.71468617200002, -74.00588847499995)",11.7
"(40.714706945, -73.98245579)",37.3
"(40.71470848600006, -73.97581484499993)",4.5
"(40.714735487, -73.992538046)",15.5
"(40.71473548700004, -73.99253804599994)",16.2
"(40.714757681, -73.998832697)",25.5
"(40.71475768100004, -73.99883269699995)",7.1
"(40.714775605, -73.982729923)",39.4
"(40.71477560500005, -73.98272992299998)",15.5
"(40.714793056, -73.99151358)",37.4
"(40.71479305600008, -73.99151357999993)",14.1
"(40.714831622, -73.993677928)",114.5
"(40.71483162200008, -73.99367792799995)",21.2
"(40.714831778, -73.998035493)",4.5
"(40.714848036, -73.992750862)",39.599999999999994
"(40.714848036000035, -73.992750862)",11.6
"(40.714853715, -73.997018246)",44.3
"(40.714859801, -73.977560702)",7.0
"(40.714898589, -73.979497787)",7.0
"(40.714900392, -74.00227402)",7.2
"(40.714905618, -73.991892328)",58.4
"(40.714916323, -74.011349886)",12.9
"(40.71491632300007, -74.01134988599993)",7.0
"(40.714935822, -74.007941027)",80.7
"(40.71493582200002, -74.00794102699997)",8.5
"(40.714937718, -74.016075402)",8.5
"(40.71494038, -73.983339508)",42.2
"(40.71494038000003, -73.98333950799997)",4.5
"(40.714954903, -74.009683337)",13.5
"(40.714955179, -73.99450398)",28.2
"(40.71496615, -74.005654028)",4.5
"(40.714982489, -73.992137613)",29.6
"(40.71498248900008, -73.99213761299995)",7.1
"(40.714982745, -74.001714897)",4.5
"(40.714982745000036, -74.00171489699994)",4.5
"(40.714996051, -73.99004179)",53.5
"(40.71499605100007, -73.99004178999998)",40.4
"(40.715043098, -73.996801802)",58.6
"(40.71504584300004, -73.99680901599999)",7.0
"(40.715056614, -73.992382898)",36.8
"(40.71505661400005, -73.99238289799997)",25.7
"(40.715062159, -74.006718179)",42.6
"(40.715068209, -73.976583062)",15.4
"(40.715072678, -74.01229141)",4.5
"(40.71508043, -73.983801203)",30.9
"(40.715089558000045, -73.99249111199998)",9.2
"(40.715102421, -74.015952794)",11.5
"(40.715122502, -73.992599326)",137.2
"(40.715128107000055, -73.994691543)",8.5
"(40.715163189, -73.98709823)",85.7
"(40.71516318900007, -73.98709822999997)",37.1
"(40.715166637, -74.002115309)",45.7
"(40.715177634, -74.000528109)",7.0
"(40.715188354, -74.007742658)",9.2
"(40.715210572, -73.999637111)",21.1
"(40.71521603, -73.997292382)",27.0
"(40.71521603000008, -73.99729238199996)",7.0
"(40.715217731, -73.984259293)",124.3
"(40.715217731000045, -73.98425929299998)",9.0
"(40.71523221, -74.008590373)",44.4
"(40.715239991, -74.013341159)",48.1
"(40.71523999100003, -74.01334115899994)",24.6
"(40.715240401, -73.990846176)",22.5
"(40.71524312, -74.009466943)",7.1
"(40.715243297, -73.992999721)",72.1
"(40.715243382, -74.005419577)",47.7
"(40.71524338200004, -74.00541957699994)",9.2
"(40.715245476000064, -74.01338083999997)",8.4
"(40.715264918, -74.011241727)",23.4
"(40.71526491800005, -74.01124172699997)",7.0
"(40.715279141, -73.996599782)",16.0
"(40.715279141000046, -73.99659978199998)",11.6
"(40.715281466, -74.010404842)",31.1
"(40.71528146600008, -74.01040484199996)",8.5
"(40.715287766, -73.976471159)",99.5
"(40.71528776600008, -73.97647115899997)",39.4
"(40.7153231, -73.998681182)",46.0
"(40.715327516, -74.015776092)",13.0
"(40.71532751600006, -74.01577609199995)",7.0
"(40.71536409, -73.993403724)",44.4
"(40.71536409000004, -73.99340372399996)",7.0
"(40.715364256, -73.997721643)",18.6
"(40.715373719, -73.981175028)",62.7
"(40.715411811, -73.979223476)",8.5
"(40.71541181100008, -73.97922347599996)",8.5
"(40.715417934, -73.983097699)",16.9
"(40.715440885, -74.007544287)",38.7
"(40.71544088500008, -74.00754428699997)",7.1
"(40.71546033, -74.001898881)",4.5
"(40.715460330000035, -74.001898881)",7.1
"(40.715462122, -73.985063662)",109.7
"(40.715462122000076, -73.98506366199997)",4.5
"(40.715468274, -73.991600069)",90.0
"(40.715468274000045, -73.99160006899997)",29.7
"(40.715485547, -73.977253872)",87.0
"(40.71548554700007, -73.97725387199995)",7.0
"(40.715495863, -73.993840194)",18.6
"(40.71549586300006, -73.99384019399997)",27.9
"(40.715504247, -73.998107619)",28.4
"(40.715526213, -74.001238748)",14.3
"(40.715528594, -74.009239725)",42.6
"(40.71552859400003, -74.00923972499999)",23.1
"(40.715533248, -74.016667141)",25.4
"(40.71553324800004, -74.01666714099997)",15.5
"(40.715561447, -73.98975673)",79.0
"(40.715592054, -74.003031576)",43.5
"(40.71559205400007, -74.00303157599996)",12.9
"(40.715599792, -74.011108314)",9.2
"(40.715616526, -73.992090643)",38.8
"(40.71561652600008, -73.99209064299998)",14.1
"(40.715630379, -73.994276664)",114.9
"(40.71563037900006, -73.99427666399998)",11.6
"(40.715640095000026, -73.98201184699997)",7.1
"(40.71564149, -73.998493595)",22.9
"(40.715641490000046, -73.99849359499996)",15.5
"(40.715658596, -73.977917556)",52.0
"(40.715658596000026, -73.97791755599997)",7.1
"(40.715670573, -73.983941744)",73.3
"(40.71567057300007, -73.98394174399994)",7.0
"(40.71567527900004, -73.97906467299998)",4.5
"(40.715682251, -73.990157121)",15.5
"(40.71568225100003, -73.99015712099998)",8.5
"(40.715682414, -73.992307073)",47.5
"(40.71569979900005, -73.97808347799997)",8.4
"(40.715731786, -74.00818642)",24.6
"(40.71573178600005, -74.00818641999997)",7.0
"(40.715737104, -73.989677343)",7.0
"(40.715743019, -74.002919756)",7.2
"(40.71574842, -73.994615741)",14.1
"(40.715751278, -74.001686058)",15.5
"(40.71575127800003, -74.00168605799998)",4.5
"(40.715775638000025, -74.00903414199998)",8.5
"(40.715784222, -73.998908433)",9.2
"(40.715784222000025, -73.99890843299994)",4.5
"(40.715803054, -73.990561122)",32.4
"(40.71580887, -73.99628592)",13.7
"(40.715808870000046, -73.99628591999993)",13.5
"(40.715832818, -73.986297278)",200.29999999999998
"(40.71583281800008, -73.98629727799994)",31.0
"(40.715838094, -74.015383015)",91.0
"(40.7158445, -73.99490071)",91.6
"(40.71585548000007, -73.99492596)",7.1
"(40.715886554, -73.978675016)",220.2
"(40.715889997, -73.982852283)",7.1
"(40.71591562, -73.990936267)",16.2
"(40.715921022, -74.010105534)",47.8
"(40.715924005, -73.993111476)",118.1
"(40.71592400500003, -73.99311147599997)",14.1
"(40.715926953, -73.999323272)",33.0
"(40.715926953000064, -73.99932327199997)",9.2
"(40.715933602, -73.980879071)",24.1
"(40.715940617, -74.003781913)",17.0
"(40.71594061700006, -74.00378191299995)",17.0
"(40.715943325, -73.995228969)",58.5
"(40.71594332500007, -73.99522896899998)",11.5
"(40.715956618000064, -74.01104344199997)",4.5
"(40.715957117, -73.997353676)",149.2
"(40.71595711700007, -73.997353676)",23.3
"(40.715960706, -73.978909468)",142.3
"(40.71596070600003, -73.97890946799998)",31.1
"(40.715961872, -73.986722916)",223.6
"(40.715961872000044, -73.98672291599996)",17.4
"(40.716006334, -74.007097043)",7.0
"(40.71600633400004, -74.00709704299999)",4.5
"(40.716011416, -74.012013819)",17.0
"(40.716012012, -73.99733203)",96.4
"(40.71601201200008, -73.99733202999995)",43.0
"(40.716022683, -74.008824951)",32.3
"(40.71602268300006, -74.00882495099995)",4.5
"(40.716028413, -74.004755895)",11.6
"(40.716030928, -73.991311412)",21.0
"(40.71606693800004, -73.99973089799995)",14.2
"(40.716082687, -73.987130518)",14.0
"(40.71608268700004, -73.98713051799997)",31.1
